,activity,name,location,type,unit,code
291,6734,Poultry farming,GB,process,ton,GB-Poultry farming
292,6427,Quarrying of stone,CH,process,ton,CH-Quarrying of stone
293,277,Construction,AT,process,Meuro,AT-Construction (45)
294,5701,Air transport,SI,process,Meuro,SI-Air transport (62)
295,3056,"Production of electricity by tide, wave, ocean",ID,process,TJ,"ID-Production of electricity by tide, wave, ocean"
296,6115,Manufacture of wearing apparel; dressing and dyeing of fur,ES,process,ton,ES-Manufacture of wearing apparel; dressing and dyeing of fur (18)
297,3510,Manufacture of ceramic goods,JP,process,ton,JP-Manufacture of ceramic goods
298,55,Manufacture of coke oven products,AU,process,ton,AU-Manufacture of coke oven products
299,5410,Private households with employed persons,RU,process,Meuro,RU-Private households with employed persons (95)
300,7654,Distribution of gaseous fuels through mains,WF,process,Meuro,WF-Distribution of gaseous fuels through mains
301,5543,Real estate activities,SK,process,Meuro,SK-Real estate activities (70)
302,4422,Landfill of waste: Wood,MX,process,ton,MX-Landfill of waste: Wood
303,4839,Casting of metals,PL,process,ton,PL-Casting of metals
304,1876,Re-processing of secondary steel into new steel,FI,process,ton,FI-Re-processing of secondary steel into new steel
305,7433,Paper,WE,process,ton,WE-Paper
306,7044,Landfill of waste: Inert/metal/hazardous,US,process,ton,US-Landfill of waste: Inert/metal/hazardous
307,7313,Production of electricity by nuclear,WL,process,TJ,WL-Production of electricity by nuclear
308,6942,"Publishing, printing and reproduction of recorded media",US,process,ton,"US-Publishing, printing and reproduction of recorded media (22)"
309,5456,Manufacture of fish products,SK,process,ton,SK-Manufacture of fish products
310,7007,Hotels and restaurants,US,process,Meuro,US-Hotels and restaurants (55)
311,329,Cultivation of wheat,BE,process,ton,BE-Cultivation of wheat
312,5085,Cultivation of wheat,RO,process,ton,RO-Cultivation of wheat
313,6650,"Manufacture of motor vehicles, trailers and semi-trailers",TR,process,Meuro,"TR-Manufacture of motor vehicles, trailers and semi-trailers (34)"
314,2767,Incineration of waste: Textiles,HR,process,ton,HR-Incineration of waste: Textiles
315,7712,Cultivation of oil seeds,WM,process,ton,WM-Cultivation of oil seeds
316,2167,Processing of meat pigs,DE,process,ton,DE-Processing of meat pigs
317,6885,Other service activities,GB,process,Meuro,GB-Other service activities (93)
318,6470,Re-processing of secondary preciuos metals into new preciuos metals,CH,process,ton,CH-Re-processing of secondary preciuos metals into new preciuos metals
319,3840,"Manufacture of cement, lime and plaster",LT,process,ton,"LT-Manufacture of cement, lime and plaster"
320,5843,Production of electricity by solar thermal,ZA,process,TJ,ZA-Production of electricity by solar thermal
321,1295,"Biogasification of paper, incl. land application",CY,process,ton,"CY-Biogasification of paper, incl. land application"
322,6258,Mining of nickel ores and concentrates,SE,process,ton,SE-Mining of nickel ores and concentrates
323,2216,"Manufacture of fabricated metal products, except machinery and equipment",DE,process,ton,"DE-Manufacture of fabricated metal products, except machinery and equipment (28)"
324,6163,Production of electricity by coal,ES,process,TJ,ES-Production of electricity by coal
325,5119,Processing of meat pigs,RO,process,ton,RO-Processing of meat pigs
326,946,Supporting and auxiliary transport activities; activities of travel agencies,CA,process,Meuro,CA-Supporting and auxiliary transport activities; activities of travel agencies (63)
327,989,"Cultivation of sugar cane, sugar beet",CN,process,ton,"CN-Cultivation of sugar cane, sugar beet"
328,4543,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",NL,process,Meuro,"NL-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
329,2298,Cultivation of cereal grains nec,GR,process,ton,GR-Cultivation of cereal grains nec
330,1039,Manufacture of coke oven products,CN,process,ton,CN-Manufacture of coke oven products
331,4017,Other non-ferrous metal production,LU,process,ton,LU-Other non-ferrous metal production
332,4640,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",NO,process,ton,"NO-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
333,7191,Incineration of waste: Food,WA,process,ton,WA-Incineration of waste: Food
334,2784,"Recreational, cultural and sporting activities",HR,process,Meuro,"HR-Recreational, cultural and sporting activities (92)"
335,2242,Distribution of gaseous fuels through mains,DE,process,Meuro,DE-Distribution of gaseous fuels through mains
336,86,Manufacture of office machinery and computers,AU,process,ton,AU-Manufacture of office machinery and computers (30)
337,4331,"Manufacture of bricks, tiles and construction products, in baked clay",MX,process,ton,"MX-Manufacture of bricks, tiles and construction products, in baked clay"
338,953,Computer and related activities,CA,process,Meuro,CA-Computer and related activities (72)
339,4918,Private households with employed persons,PL,process,Meuro,PL-Private households with employed persons (95)
340,3779,Cultivation of crops nec,LT,process,ton,LT-Cultivation of crops nec
341,5937,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",KR,process,ton,"KR-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
342,4618,Mining of nickel ores and concentrates,NO,process,ton,NO-Mining of nickel ores and concentrates
343,1801,Other service activities,EE,process,Meuro,EE-Other service activities (93)
344,6204,Public administration and defence; compulsory social security,ES,process,Meuro,ES-Public administration and defence; compulsory social security (75)
345,5212,"Financial intermediation, except insurance and pension funding",RO,process,Meuro,"RO-Financial intermediation, except insurance and pension funding (65)"
346,6271,Processing of dairy products,SE,process,ton,SE-Processing of dairy products
347,7048,"Recreational, cultural and sporting activities",US,process,Meuro,"US-Recreational, cultural and sporting activities (92)"
348,7218,Cultivation of cereal grains nec,WL,process,ton,WL-Cultivation of cereal grains nec
349,7354,Health and social work,WL,process,Meuro,WL-Health and social work (85)
350,7089,Production of meat products nec,WA,process,ton,WA-Production of meat products nec
351,1636,"Recreational, cultural and sporting activities",DK,process,Meuro,"DK-Recreational, cultural and sporting activities (92)"
352,3498,"Publishing, printing and reproduction of recorded media",JP,process,ton,"JP-Publishing, printing and reproduction of recorded media (22)"
353,7177,Air transport,WA,process,Meuro,WA-Air transport (62)
354,4316,Re-processing of secondary paper into new pulp,MX,process,ton,MX-Re-processing of secondary paper into new pulp
355,7729,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",WM,process,ton,"WM-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
356,3544,Production of electricity by petroleum and other oil derivatives,JP,process,TJ,JP-Production of electricity by petroleum and other oil derivatives
357,5426,"Wool, silk-worm cocoons",SK,process,ton,"SK-Wool, silk-worm cocoons"
358,4207,Transmission of electricity,MT,process,Meuro,MT-Transmission of electricity
359,6624,Manufacture of glass and glass products,TR,process,ton,TR-Manufacture of glass and glass products
360,302,Health and social work,AT,process,Meuro,AT-Health and social work (85)
361,5857,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",ZA,process,Meuro,"ZA-Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
362,6366,Research and development,SE,process,Meuro,SE-Research and development (73)
363,4784,Mining of precious metal ores and concentrates,PL,process,ton,PL-Mining of precious metal ores and concentrates
364,4229,"Insurance and pension funding, except compulsory social security",MT,process,Meuro,"MT-Insurance and pension funding, except compulsory social security (66)"
365,465,Education,BE,process,Meuro,BE-Education (80)
366,3018,Manufacture of ceramic goods,ID,process,ton,ID-Manufacture of ceramic goods
367,5030,Distribution of gaseous fuels through mains,PT,process,Meuro,PT-Distribution of gaseous fuels through mains
368,6367,Other business activities,SE,process,Meuro,SE-Other business activities (74)
369,614,Transport via pipelines,BR,process,Meuro,BR-Transport via pipelines
370,2955,"Cultivation of vegetables, fruit, nuts",ID,process,ton,"ID-Cultivation of vegetables, fruit, nuts"
371,5577,Cultivation of wheat,SI,process,ton,SI-Cultivation of wheat
372,7341,Air transport,WL,process,Meuro,WL-Air transport (62)
373,4563,Other business activities,NL,process,Meuro,NL-Other business activities (74)
374,2819,Quarrying of stone,IN,process,ton,IN-Quarrying of stone
375,4779,Mining of uranium and thorium ores,PL,process,ton,PL-Mining of uranium and thorium ores (12)
376,4063,Post and telecommunications,LU,process,Meuro,LU-Post and telecommunications (64)
377,2473,Raw milk,HU,process,ton,HU-Raw milk
378,1036,Re-processing of secondary paper into new pulp,CN,process,ton,CN-Re-processing of secondary paper into new pulp
379,6073,"Cultivation of sugar cane, sugar beet",ES,process,ton,"ES-Cultivation of sugar cane, sugar beet"
380,1096,"Collection, purification and distribution of water",CN,process,Meuro,"CN-Collection, purification and distribution of water (41)"
381,7776,"Manufacture of cement, lime and plaster",WM,process,ton,"WM-Manufacture of cement, lime and plaster"
382,6226,Landfill of waste: Wood,ES,process,ton,ES-Landfill of waste: Wood
383,2644,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",HR,process,ton,"HR-Extraction of crude petroleum and services related to crude oil extraction, excluding surveying"
384,5385,Education,RU,process,Meuro,RU-Education (80)
385,7628,"Manufacture of fabricated metal products, except machinery and equipment",WF,process,ton,"WF-Manufacture of fabricated metal products, except machinery and equipment (28)"
386,7391,Meat animals nec,WE,process,ton,WE-Meat animals nec
387,2866,Re-processing of secondary lead into new lead,IN,process,ton,IN-Re-processing of secondary lead into new lead
388,6742,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",GB,process,ton,"GB-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
389,4304,Processed rice,MX,process,ton,MX-Processed rice
390,4177,"Lead, zinc and tin production",MT,process,ton,"MT-Lead, zinc and tin production"
391,756,Production of electricity by petroleum and other oil derivatives,BG,process,TJ,BG-Production of electricity by petroleum and other oil derivatives
392,7731,Mining of uranium and thorium ores,WM,process,ton,WM-Mining of uranium and thorium ores (12)
393,1502,Mining of nickel ores and concentrates,DK,process,ton,DK-Mining of nickel ores and concentrates
